Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
Rio,Russia Plant(incl. CKD Sales),23-12,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-12,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-12,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-12,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-12,4866.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-12,6925.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-12,6302.0,186.0,154.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-12,9441.0,158.0,0.0,0.0,0.0,11.0,87.0,0.0,1.0,0.0,0.0,0.0
Pegas,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,2039.0,1339.0,115.0,133.0,0.0,48.0,0.0
K3,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,0.0
K3,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,0.0
K5,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0
KX1,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,859.0,0.0
KX3,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,0.0
Zhipao,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0
Sportage,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,0.0
KX7,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0
Sonet,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-12,0.0,0.0,1649.0,0.0,0.0,719.0,1066.0,1.0,54.0,0.0,0.0,0.0
EV5,China Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0
Sonet,India Plants,23-12,0.0,0.0,0.0,0.0,0.0,1393.0,1885.0,1101.0,101.0,3903.0,0.0,0.0
Seltos,India Plants,23-12,0.0,0.0,16.0,0.0,0.0,253.0,174.0,427.0,97.0,10436.0,0.0,0.0
Carens,India Plants,23-12,0.0,0.0,0.0,0.0,0.0,249.0,205.0,68.0,55.0,4727.0,0.0,0.0
Carnival,India Plants,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,102.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1372.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,950.0,0.0,193.0,0.0,251.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,134.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-12,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,501.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-12,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Morning,Korea Plants,24-01,0.0,0.0,0.0,4726.0,68.0,1564.0,1274.0,748.0,315.0,0.0,0.0,1214.0
Rio,Korea Plants,24-01,0.0,0.0,0.0,82.0,2.0,0.0,148.0,2.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.0
Ray EV,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
K3,Korea Plants,24-01,0.0,9.0,39.0,0.0,71.0,10.0,749.0,104.0,1030.0,0.0,0.0,1419.0
K5,Korea Plants,24-01,0.0,0.0,0.0,0.0,772.0,5.0,926.0,13.0,2.0,0.0,0.0,3336.0
Stinger,Korea Plants,24-01,-1.0,7.0,0.0,33.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-01,0.0,0.0,0.0,0.0,30.0,0.0,110.0,0.0,0.0,0.0,0.0,2917.0
K9,Korea Plants,24-01,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
Stonic,Korea Plants,24-01,0.0,0.0,0.0,5338.0,475.0,127.0,770.0,115.0,755.0,0.0,0.0,0.0
Seltos,Korea Plants,24-01,4000.0,1726.0,0.0,0.0,359.0,551.0,513.0,0.0,992.0,0.0,0.0,3944.0
Soul,Korea Plants,24-01,3271.0,175.0,188.0,0.0,22.0,170.0,0.0,0.0,24.0,0.0,0.0,0.0
Soul,Korea Plants,24-01,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-01,1226.0,102.0,136.0,3440.0,0.0,89.0,238.0,34.0,158.0,0.0,0.0,1220.0
Niro,Korea Plants,24-01,836.0,258.0,0.0,2606.0,51.0,8.0,160.0,3.0,60.0,0.0,0.0,19.0
Niro,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,766.0,3.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0
EV3,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-01,1213.0,438.0,7.0,2315.0,14.0,15.0,40.0,13.0,280.0,29.0,18.0,29.0
EV9,Korea Plants,24-01,1408.0,50.0,0.0,1296.0,11.0,8.0,12.0,1.0,151.0,0.0,0.0,449.0
Sportage,Korea Plants,24-01,4739.0,1608.0,608.0,0.0,789.0,707.0,0.0,0.0,2613.0,0.0,0.0,5934.0
Sorento,Korea Plants,24-01,1280.0,0.0,0.0,1461.0,108.0,117.0,980.0,40.0,767.0,0.0,0.0,9284.0
Mohave / Borrego,Korea Plants,24-01,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0
Carnival,Korea Plants,24-01,3013.0,382.0,0.0,0.0,43.0,68.0,264.0,22.0,915.0,0.0,0.0,7049.0
Bongo,Korea Plants,24-01,0.0,0.0,0.0,0.0,13.0,993.0,1671.0,189.0,145.0,0.0,0.0,3055.0
Bongo,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Bus,Korea Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
Ceed,Slovakia Plant,24-01,0.0,0.0,0.0,6445.0,362.0,6.0,0.0,16.0,15.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-01,0.0,0.0,0.0,2970.0,142.0,6.0,0.0,120.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-01,0.0,0.0,0.0,13961.0,949.0,382.0,1359.0,616.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-01,929.0,358.0,4480.0,0.0,0.0,969.0,135.0,61.0,9.0,0.0,0.0,0.0
K3,Mexico Plant,24-01,8977.0,753.0,797.0,0.0,0.0,148.0,0.0,0.0,17.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-01,3288.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-01,5255.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-01,4740.0,388.0,159.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-01,6916.0,254.0,0.0,0.0,0.0,4.0,109.0,0.0,0.0,0.0,0.0,0.0
EV9,US Plant,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,1446.0,2855.0,191.0,155.0,0.0,380.0,0.0
K3,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,0.0
K3,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0
K4,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
KX1,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,446.0,0.0
Sonet,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,24-01,0.0,0.0,1765.0,0.0,0.0,764.0,918.0,7.0,61.0,0.0,854.0,0.0
Zhipao,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0
Sportage,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0
Carnival,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0
EV5,China Plants,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0
Sonet,India Plant,24-01,0.0,0.0,0.0,0.0,0.0,970.0,393.0,534.0,158.0,7003.0,0.0,0.0
Seltos,India Plant,24-01,0.0,0.0,25.0,0.0,0.0,126.0,0.0,202.0,80.0,7025.0,0.0,0.0
Carens,India Plant,24-01,0.0,0.0,0.0,0.0,0.0,241.0,434.0,48.0,51.0,4597.0,0.0,0.0
Carnival,India Plant,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0
Pegas,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
K3,CKD,24-01,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
K4,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
K8,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-01,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,530.0,0.0,0.0,0.0
Stonic,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-01,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0
Soul,CKD,24-01,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-01,0.0,0.0,0.0,0.0,890.0,0.0,120.0,0.0,91.0,0.0,0.0,0.0
Sorento,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,35.0,0.0,0.0,0.0
Carens,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Carnival,CKD,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0
Bongo,CKD,24-01,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,502.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-01,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-01,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
Bus,Special Vehicle,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-01,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
Morning,Korea Plants,24-02,0.0,0.0,0.0,3529.0,174.0,1754.0,471.0,775.0,384.0,0.0,0.0,1140.0
Rio,Korea Plants,24-02,0.0,0.0,0.0,86.0,1.0,1.0,58.0,0.0,1.0,0.0,0.0,0.0
Ray,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160.0
Ray EV,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0
K3,Korea Plants,24-02,0.0,38.0,31.0,0.0,117.0,19.0,766.0,189.0,1163.0,0.0,0.0,1315.0
K5,Korea Plants,24-02,0.0,0.0,0.0,0.0,735.0,12.0,719.0,2.0,1.0,0.0,0.0,2970.0
Stinger,Korea Plants,24-02,0.0,4.0,0.0,10.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-02,0.0,0.0,0.0,0.0,11.0,0.0,94.0,0.0,0.0,0.0,0.0,2165.0
K9,Korea Plants,24-02,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
Stonic,Korea Plants,24-02,0.0,0.0,0.0,4496.0,429.0,143.0,208.0,267.0,1015.0,0.0,0.0,0.0
Seltos,Korea Plants,24-02,4766.0,1714.0,0.0,0.0,319.0,468.0,351.0,0.0,946.0,0.0,0.0,3967.0
Soul,Korea Plants,24-02,3897.0,250.0,131.0,0.0,10.0,199.0,0.0,0.0,1.0,0.0,0.0,0.0
Soul,Korea Plants,24-02,0.0,0.0,0.0,125.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Niro,Korea Plants,24-02,1210.0,119.0,98.0,3074.0,2.0,88.0,88.0,42.0,172.0,0.0,0.0,938.0
Niro,Korea Plants,24-02,1301.0,394.0,0.0,2082.0,44.0,7.0,58.0,1.0,137.0,0.0,0.0,2.0
Niro,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1.0,0.0,0.0,0.0
Niro,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,9.0,0.0,0.0,0.0
EV3,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-02,1309.0,457.0,7.0,1841.0,17.0,12.0,38.0,17.0,289.0,21.0,6.0,155.0
EV9,Korea Plants,24-02,1318.0,83.0,0.0,714.0,14.0,9.0,1.0,1.0,109.0,0.0,0.0,124.0
Sportage,Korea Plants,24-02,5334.0,1691.0,562.0,0.0,526.0,567.0,0.0,0.0,1969.0,0.0,0.0,6991.0
Sorento,Korea Plants,24-02,1334.0,0.0,0.0,1020.0,453.0,202.0,1761.0,45.0,1066.0,0.0,0.0,8671.0
Mohave / Borrego,Korea Plants,24-02,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0
Carnival,Korea Plants,24-02,3074.0,283.0,0.0,0.0,59.0,64.0,232.0,21.0,663.0,0.0,0.0,7989.0
Bongo,Korea Plants,24-02,0.0,0.0,0.0,0.0,214.0,1056.0,1149.0,186.0,126.0,0.0,0.0,2897.0
Bongo,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
Bus,Korea Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Ceed,Slovakia Plant,24-02,0.0,0.0,0.0,6773.0,315.0,2.0,105.0,9.0,5.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-02,0.0,0.0,0.0,3008.0,48.0,17.0,0.0,232.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-02,0.0,0.0,0.0,12326.0,692.0,442.0,1480.0,476.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-02,648.0,229.0,4592.0,0.0,0.0,941.0,369.0,0.0,3.0,0.0,0.0,0.0
K3,Mexico Plant,24-02,11229.0,982.0,801.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-02,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-02,2291.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-02,6747.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-02,6091.0,332.0,136.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-02,8510.0,162.0,0.0,0.0,0.0,13.0,434.0,0.0,0.0,0.0,0.0,0.0
EV9,US Plant,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,2000.0,2691.0,162.0,168.0,0.0,45.0,0.0
K3,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146.0,0.0
K3,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,0.0
K4,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0
KX1,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,348.0,0.0
Sonet,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,24-02,0.0,0.0,1726.0,0.0,0.0,782.0,1183.0,18.0,45.0,0.0,697.0,0.0
Zhipao,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
Sportage,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,0.0
Carnival,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
EV5,China Plants,24-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,0.0
Sonet,India Plant,24-02,0.0,0.0,0.0,0.0,0.0,1098.0,558.0,683.0,163.0,7562.0,0.0,0.0
Seltos,India Plant,24-02,0.0,0.0,11.0,0.0,0.0,147.0,1.0,191.0,92.0,6250.0,0.0,0.0
Carens,India Plant,24-02,0.0,0.0,0.0,0.0,0.0,190.0,275.0,26.0,59.0,4176.0,0.0,0.0
Carnival,India Plant,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,39.0,0.0,0.0,0.0
Pegas,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
K3,CKD,24-02,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0
K4,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
K8,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-02,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,330.0,0.0,0.0,0.0
Stonic,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-02,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0
Soul,CKD,24-02,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-02,0.0,0.0,0.0,0.0,1120.0,0.0,233.0,0.0,46.0,0.0,0.0,0.0
Sorento,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,48.0,0.0,0.0,0.0
Carens,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0
Carnival,CKD,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0
Bongo,CKD,24-02,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,500.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-02,0.0,0.0,0.0,0.0,94.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-02,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
Bus,Special Vehicle,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-02,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
Morning,Korea Plants,24-03,0.0,0.0,0.0,6287.0,310.0,1212.0,589.0,429.0,687.0,0.0,0.0,1416.0
Rio,Korea Plants,24-03,0.0,0.0,0.0,78.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172.0
Ray EV,Korea Plants,24-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0
K3,Korea Plants,24-03,0.0,58.0,53.0,0.0,60.0,31.0,653.0,136.0,1203.0,0.0,0.0,1460.0
K5,Korea Plants,24-03,0.0,0.0,0.0,0.0,396.0,13.0,1019.0,15.0,0.0,0.0,0.0,3577.0
Stinger,Korea Plants,24-03,1.0,4.0,0.0,8.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-03,0.0,0.0,0.0,0.0,7.0,0.0,101.0,1.0,0.0,0.0,0.0,2016.0
K9,Korea Plants,24-03,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
Stonic,Korea Plants,24-03,0.0,0.0,0.0,6494.0,857.0,260.0,150.0,134.0,838.0,0.0,0.0,0.0
Seltos,Korea Plants,24-03,6017.0,2160.0,0.0,0.0,185.0,538.0,317.0,0.0,1161.0,0.0,0.0,4748.0
Soul,Korea Plants,24-03,5284.0,130.0,146.0,0.0,73.0,194.0,0.0,0.0,2.0,0.0,0.0,0.0
Soul,Korea Plants,24-03,0.0,0.0,0.0,198.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
